"ID","Day","Hour","IDH","ISH"
"2219","3","10","72.6","310"
"2220","3","11","24.6","283.6"
"2221","3","12","1.6","122.8"
"2222","3","13","1.3","103.4"
"2223","3","14","0.9","79.3"
"2224","3","15","0.6","52.9"
"2225","3","16","0","25.6"
"2226","3","17","0","0"
"2227","3","18","0","0"
"2228","3","19","0","0"
"2229","3","20","0","0"
"2230","3","21","0","0"
"2231","3","22","0","0"
"2232","3","23","0","0"
"2233","4","0","0","0"
"2234","4","1","0","0"
"2235","4","2","0","0"
"2236","4","3","0","0"
"2237","4","4","0","0"
"2238","4","5","0","47.7"
"2239","4","6","5","106.7"
"2240","4","7","8.9","164.4"
"2241","4","8","13.8","216.4"
"2242","4","9","19.4","257.4"
"2243","4","10","24.4","282.6"
"2244","4","11","24.9","285.6"
"2245","4","12","20","264.9"
"2246","4","13","14","226.7"
"2247","4","14","8.7","176.2"
"2248","4","15","4.8","119.7"
"2249","4","16","0","61.6"
"2250","4","17","0","0"
"2251","4","18","0","0"
"2252","4","19","0","0"
"2253","4","20","0","0"
"2254","4","21","0","0"
"2255","4","22","0","0"
"2256","4","23","0","0"
"2257","5","0","0","0"
"2258","5","1","0","0"
"2259","5","2","0","0"
"2260","5","3","0","0"
"2261","5","4","0","0"
"2262","5","5","0","50"
"2263","5","6","0.6","49.4"
"2264","5","7","9","166.6"
"2265","5","8","42.3","248.4"
"2266","5","9","110.7","291.7"
"2267","5","10","134.9","310.5"
"2268","5","11","137","313.1"
"2269","5","12","114.3","299.7"
"2270","5","13","81.7","267.2"
"2271","5","14","53.4","216.4"
"2272","5","15","31.1","152.6"
"2273","5","16","0","98.9"
"2274","5","17","0","0"
"2275","5","18","0","0"
"2276","5","19","0","0"
"2277","5","20","0","0"
"2278","5","21","0","0"
"2279","5","22","0","0"
"2280","5","23","0","0"
"2281","6","0","0","0"
"2282","6","1","0","0"
"2283","6","2","0","0"
"2284","6","3","0","0"
"2285","6","4","0","0"
"2286","6","5","0","127.9"
"2287","6","6","215.3","67.3"
"2288","6","7","192.7","159.7"
"2289","6","8","182.2","229.5"
"2290","6","9","204","267"
"2291","6","10","244.8","276.2"
"2292","6","11","247.3","278.4"
"2293","6","12","209.9","273.9"
"2294","6","13","188.7","241.6"
"2295","6","14","128.2","205.6"
"2296","6","15","120","135.8"
"2297","6","16","0","130.3"
"2298","6","17","0","1.2"
"2299","6","18","0","0"
"2300","6","19","0","0"
"2301","6","20","0","0"
"2302","6","21","0","0"
"2303","6","22","0","0"
"2304","6","23","0","0"
"2305","7","0","0","0"
"2306","7","1","0","0"
"2307","7","2","0","0"
"2308","7","3","0","0"
"2309","7","4","0","0"
"2310","7","5","0","79.1"
"2311","7","6","5.3","113.3"
"2312","7","7","9.3","171"
"2313","7","8","14","222.1"
"2314","7","9","20.1","263.7"
"2315","7","10","25.2","288.8"
"2316","7","11","25.8","291.7"
"2317","7","12","20.9","271"
"2318","7","13","14.9","232.8"
"2319","7","14","9.4","182.5"
"2320","7","15","5.4","126"
"2321","7","16","0","68.6"
"2322","7","17","0","2.3"
"2323","7","18","0","0"
"2324","7","19","0","0"
"2325","7","20","0","0"
"2326","7","21","0","0"
"2327","7","22","0","0"
"2328","7","23","0","0"
"2329","8","0","0","0"
"2330","8","1","0","0"
"2331","8","2","0","0"
"2332","8","3","0","0"
"2333","8","4","0","0"
"2334","8","5","0","82.6"
"2335","8","6","5.4","115.5"
"2336","8","7","9.4","173.2"
"2337","8","8","14.2","224.2"
"2338","8","9","20.3","265.8"
"2339","8","10","25.5","290.9"
"2340","8","11","76.9","323.2"
"2341","8","12","63.9","304.8"
"2342","8","13","86.8","272.6"
"2343","8","14","58.1","222.2"
"2344","8","15","48.4","159.7"
"2345","8","16","0","109.3"
"2346","8","17","0","7"
"2347","8","18","0","0"
"2348","8","19","0","0"
"2349","8","20","0","0"
"2350","8","21","0","0"
"2351","8","22","0","0"
"2352","8","23","0","0"
"2353","9","0","0","0"
"2354","9","1","0","0"
"2355","9","2","0","0"
"2356","9","3","0","0"
"2357","9","4","0","0"
"2358","9","5","0","104.7"
"2359","9","6","79.7","137.8"
"2360","9","7","105.6","202.6"
"2361","9","8","154.6","247.8"
"2362","9","9","155.4","291.2"
"2363","9","10","188.2","304.9"
"2364","9","11","142.5","320.4"
"2365","9","12","120.1","306.7"
"2366","9","13","119.9","269.7"
"2367","9","14","112.7","216.4"
"2368","9","15","84.5","155.1"
"2369","9","16","0","144.2"
"2370","9","17","0","14"
"2371","9","18","0","0"
"2372","9","19","0","0"
"2373","9","20","0","0"
"2374","9","21","0","0"
"2375","9","22","0","0"
"2376","9","23","0","0"
"2377","10","0","0","0"
"2378","10","1","0","0"
"2379","10","2","0","0"
"2380","10","3","0","0"
"2381","10","4","0","0"
"2382","10","5","0","148.9"
"2383","10","6","230.5","73"
"2384","10","7","358.8","93.6"
"2385","10","8","482.9","105.6"
"2386","10","9","586.6","115.9"
"2387","10","10","647.7","128"
"2388","10","11","653.6","129.1"
"2389","10","12","602.4","118.7"
"2390","10","13","505.3","108.7"
"2391","10","14","381.9","99.6"
"2392","10","15","252.8","82.1"
"2393","10","16","0","181.4"
"2394","10","17","0","18.6"
"2395","10","18","0","0"
"2396","10","19","0","0"
"2397","10","20","0","0"
"2398","10","21","0","0"
"2399","10","22","0","0"
"2400","10","23","0","0"
"2401","11","0","0","0"
"2402","11","1","0","0"
"2403","11","2","0","0"
"2404","11","3","0","0"
"2405","11","4","0","0"
"2406","11","5","0","80.2"
"2407","11","6","5.8","122.1"
"2408","11","7","30.3","206.9"
"2409","11","8","116.8","263.5"
"2410","11","9","213.6","276"
"2411","11","10","191.9","308.2"
"2412","11","11","79.2","329"
"2413","11","12","22.3","278.9"
"2414","11","13","15.8","240.1"
"2415","11","14","10.5","190.7"
"2416","11","15","6.4","134.4"
"2417","11","16","0","76.8"
"2418","11","17","0","11.6"
"2419","11","18","0","0"
"2420","11","19","0","0"
"2421","11","20","0","0"
"2422","11","21","0","0"
"2423","11","22","0","0"
"2424","11","23","0","0"
"2425","12","0","0","0"
"2426","12","1","0","0"
"2427","12","2","0","0"
"2428","12","3","0","0"
"2429","12","4","0","0"
"2430","12","5","0","66.3"
"2431","12","6","6","124.3"
"2432","12","7","9.8","181"
"2433","12","8","15","232.7"
"2434","12","9","21.3","274.1"
"2435","12","10","26.7","298.9"
"2436","12","11","1.9","142.3"
"2437","12","12","1.7","130.9"
"2438","12","13","1.4","112.5"
"2439","12","14","1.1","88.5"
"2440","12","15","0.7","62.1"
"2441","12","16","0","34.9"
"2442","12","17","0","5.8"
"2443","12","18","0","0"
"2444","12","19","0","0"
"2445","12","20","0","0"
"2446","12","21","0","0"
"2447","12","22","0","0"
"2448","12","23","0","0"
"2449","13","0","0","0"
"2450","13","1","0","0"
"2451","13","2","0","0"
"2452","13","3","0","0"
"2453","13","4","0","1.2"
"2454","13","5","0","30.2"
"2455","13","6","0.7","57.5"
"2456","13","7","1","83.9"
"2457","13","8","1.3","108"
"2458","13","9","1.7","128.6"
"2459","13","10","1.9","142.3"
"2460","13","11","1.9","143.4"
"2461","13","12","1.7","132"
"2462","13","13","1.4","112.6"
"2463","13","14","1.1","89.6"
"2464","13","15","0.7","63.2"
"2465","13","16","0","36.1"
"2466","13","17","0","7"
"2467","13","18","0","0"
"2468","13","19","0","0"
"2469","13","20","0","0"
"2470","13","21","0","0"
"2471","13","22","0","0"
"2472","13","23","0","0"
"2473","14","0","0","0"
"2474","14","1","0","0"
"2475","14","2","0","0"
"2476","14","3","0","0"
"2477","14","4","0","2.3"
"2478","14","5","0","31.4"
"2479","14","6","0.7","58.6"
"2480","14","7","1","85"
"2481","14","8","1.4","109.1"
"2482","14","9","1.7","129.7"
"2483","14","10","1.9","142.3"
"2484","14","11","2","144.6"
"2485","14","12","1.8","133.2"
"2486","14","13","1.4","113.7"
"2487","14","14","1.1","89.6"
"2488","14","15","0.8","64.4"
"2489","14","16","0","37.2"
"2490","14","17","0","8.1"
"2491","14","18","0","0"
"2492","14","19","0","0"
"2493","14","20","0","0"
"2494","14","21","0","0"
"2495","14","22","0","0"
"2496","14","23","0","0"
"2497","15","0","0","0"
"2498","15","1","0","0"
"2499","15","2","0","0"
"2500","15","3","0","0"
"2501","15","4","0","3.5"
"2502","15","5","0","31.4"
"2503","15","6","0.7","59.8"
"2504","15","7","1","86.2"
"2505","15","8","1.4","110.3"
"2506","15","9","1.7","130.9"
"2507","15","10","1.9","143.4"
"2508","15","11","28.1","306.8"
"2509","15","12","23.3","286"
"2510","15","13","17.1","248"
"2511","15","14","35.5","227.3"
"2512","15","15","22.5","164.7"
"2513","15","16","0","123.3"
"2514","15","17","0","33.7"
"2515","15","18","0","0"
"2516","15","19","0","0"
"2517","15","20","0","0"
"2518","15","21","0","0"
"2519","15","22","0","0"
"2520","15","23","0","0"
"2521","16","0","0","0"
"2522","16","1","0","0"
"2523","16","2","0","0"
"2524","16","3","0","0"
"2525","16","4","0","14"
"2526","16","5","0","115.1"
"2527","16","6","53","162.1"
"2528","16","7","61","226.2"
"2529","16","8","89.9","278.8"
"2530","16","9","66.2","314.1"
"2531","16","10","81.2","336.3"
"2532","16","11","28.5","308.7"
"2533","16","12","23.7","288"
"2534","16","13","17.1","249.2"
"2535","16","14","36","229.1"
"2536","16","15","23","166.5"
"2537","16","16","0","110.5"
"2538","16","17","0","22.1"
"2539","16","18","0","0"
"2540","16","19","0","0"
"2541","16","20","0","0"
"2542","16","21","0","0"
"2543","16","22","0","0"
"2544","16","23","0","0"
"2545","17","0","0","0"
"2546","17","1","0","0"
"2547","17","2","0","0"
"2548","17","3","0","0"
"2549","17","4","0","10.5"
"2550","17","5","0","33.7"
"2551","17","6","0.7","60.9"
"2552","17","7","1","87.3"
"2553","17","8","1.4","112.6"
"2554","17","9","1.8","133.2"
"2555","17","10","2","145.7"
"2556","17","11","2","146.9"
"2557","17","12","1.8","136.6"
"2558","17","13","1.5","117.1"
"2559","17","14","1.1","93.1"
"2560","17","15","0.8","66.7"
"2561","17","16","0","39.5"
"2562","17","17","0","10.5"
"2563","17","18","0","0"
"2564","17","19","0","0"
"2565","17","20","0","0"
"2566","17","21","0","0"
"2567","17","22","0","0"
"2568","17","23","0","0"
"2569","18","0","0","0"
"2570","18","1","0","0"
"2571","18","2","0","0"
"2572","18","3","0","0"
"2573","18","4","0","5.8"
"2574","18","5","0","34.9"
"2575","18","6","0.7","62.1"
"2576","18","7","1.1","88.5"
"2577","18","8","1.4","112.6"
"2578","18","9","1.7","133.2"
"2579","18","10","2","146.9"
"2580","18","11","2","148"
"2581","18","12","1.8","136.6"
"2582","18","13","1.5","117.1"
"2583","18","14","1.2","94.2"
"2584","18","15","0.8","67.8"
"2585","18","16","0","40.7"
"2586","18","17","0","11.6"
"2587","18","18","0","0"
"2588","18","19","0","0"
"2589","18","20","0","0"
"2590","18","21","0","0"
"2591","18","22","0","0"
"2592","18","23","0","0"
"2593","19","0","0","0"
"2594","19","1","0","0"
"2595","19","2","0","0"
"2596","19","3","0","0"
"2597","19","4","0","7"
"2598","19","5","0","36.1"
"2599","19","6","0.7","63.2"
"2600","19","7","1.1","89.6"
"2601","19","8","1.4","113.7"
"2602","19","9","1.8","134.3"
"2603","19","10","2","146.9"
"2604","19","11","2","149.2"
"2605","19","12","1.8","137.7"
"2606","19","13","1.5","118.3"
"2607","19","14","12.7","205.9"
"2608","19","15","8.3","149.9"
"2609","19","16","0","94.2"
"2610","19","17","0","29.1"
"2611","19","18","0","0"
"2612","19","19","0","0"
"2613","19","20","0","0"
"2614","19","21","0","0"
"2615","19","22","0","0"
"2616","19","23","0","0"
"2617","20","0","0","0"
"2618","20","1","0","0"
"2619","20","2","0","0"
"2620","20","3","0","0"
"2621","20","4","0","24.4"
"2622","20","5","0","138.4"
"2623","20","6","148.5","142.2"
"2624","20","7","121.8","225.9"
"2625","20","8","93.5","286.8"
"2626","20","9","22.9","288.8"
"2627","20","10","28.7","313.2"
"2628","20","11","29.7","315.7"
"2629","20","12","24.9","294.9"
"2630","20","13","55.5","288.7"
"2631","20","14","101.7","239.1"
"2632","20","15","92.6","173.7"
"2633","20","16","0","160.5"
"2634","20","17","0","47.7"
"2635","20","18","0","0"
"2636","20","19","0","0"
"2637","20","20","0","0"
"2638","20","21","0","0"
"2639","20","22","0","0"
"2640","20","23","0","0"
"2641","21","0","0","0"
"2642","21","1","0","0"
"2643","21","2","0","0"
"2644","21","3","0","0"
"2645","21","4","0","33.7"
"2646","21","5","0","148.9"
"2647","21","6","96.5","165.2"
"2648","21","7","151.3","218.6"
"2649","21","8","213.4","255.2"
"2650","21","9","281.9","270.5"
"2651","21","10","278.7","295.8"
"2652","21","11","161.4","338.7"
"2653","21","12","75.5","328"
"2654","21","13","57.1","290.6"
"2655","21","14","13.1","209"
"2656","21","15","8.6","153"
"2657","21","16","0","97.7"
"2658","21","17","0","40.7"
"2659","21","18","0","0"
"2660","21","19","0","0"
"2661","21","20","0","0"
"2662","21","21","0","0"
"2663","21","22","0","0"
"2664","21","23","0","0"
"2665","22","0","0","0"
"2666","22","1","0","0"
"2667","22","2","0","0"
"2668","22","3","0","0"
"2669","22","4","0","26.7"
"2670","22","5","0","109.3"
"2671","22","6","21.9","167.7"
"2672","22","7","35","231.3"
"2673","22","8","16.8","251.9"
"2674","22","9","23.6","292.8"
"2675","22","10","86.7","347.1"
"2676","22","11","89","348.3"
"2677","22","12","140.3","326.1"
"2678","22","13","108","294.4"
"2679","22","14","106.3","241.4"
"2680","22","15","71.5","182.1"
"2681","22","16","30","114.2"
"2682","22","17","0","43"
"2683","22","18","0","0"
"2684","22","19","0","0"
"2685","22","20","0","0"
"2686","22","21","0","0"
"2687","22","22","0","0"
"2688","22","23","0","0"
"2689","23","0","0","0"
"2690","23","1","0","0"
"2691","23","2","0","0"
"2692","23","3","0","0"
"2693","23","4","0","29.1"
"2694","23","5","0","111.6"
"2695","23","6","22.2","169.7"
"2696","23","7","67","241.2"
"2697","23","8","180","272.4"
"2698","23","9","286.8","272.6"
"2699","23","10","284","297.5"
"2700","23","11","220.3","324"
"2701","23","12","141.2","327.5"
"2702","23","13","148.8","287.4"
"2703","23","14","107.2","242.9"
"2704","23","15","99.9","176.9"
"2705","23","16","59.2","111.7"
"2706","23","17","0","64"
"2707","23","18","0","0"
"2708","23","19","0","0"
"2709","23","20","0","0"
"2710","23","21","0","0"
"2711","23","22","0","0"
"2712","23","23","0","0"
"2713","24","0","0","0"
"2714","24","1","0","0"
"2715","24","2","0","0"
"2716","24","3","0","0"
"2717","24","4","0","44.2"
"2718","24","5","0","130.3"
"2719","24","6","7.2","147.5"
"2720","24","7","35.7","235.2"
"2721","24","8","97.7","294.3"
"2722","24","9","179","316.5"
"2723","24","10","160.6","343"
"2724","24","11","90.6","351.4"
"2725","24","12","26.3","301.7"
"2726","24","13","59.3","295.4"
"2727","24","14","42.6","243.5"
"2728","24","15","55.1","186.8"
"2729","24","16","32.4","117.6"
"2730","24","17","0","48.8"
"2731","24","18","0","0"
"2732","24","19","0","0"
"2733","24","20","0","0"
"2734","24","21","0","0"
"2735","24","22","0","0"
"2736","24","23","0","0"
"2737","25","0","0","0"
"2738","25","1","0","0"
"2739","25","2","0","0"
"2740","25","3","0","0"
"2741","25","4","0","26.7"
"2742","25","5","0","93"
"2743","25","6","7.4","149.6"
"2744","25","7","11.9","206.8"
"2745","25","8","17.3","257.1"
"2746","25","9","24.3","297.9"
"2747","25","10","30.4","322"
"2748","25","11","31.1","323.6"
"2749","25","12","26.3","302.8"
"2750","25","13","60.1","297"
"2751","25","14","43.3","245.1"
"2752","25","15","55.8","188.4"
"2753","25","16","33.1","119.3"
"2754","25","17","0","58.2"
"2755","25","18","0","0"
"2756","25","19","0","0"
"2757","25","20","0","0"
"2758","25","21","0","0"
"2759","25","22","0","0"
"2760","25","23","0","0"
"2761","26","0","0","0"
"2762","26","1","0","0"
"2763","26","2","0","0"
"2764","26","3","0","0"
"2765","26","4","0","12.8"
"2766","26","5","0.5","41.4"
"2767","26","6","0.8","69"
"2768","26","7","1.2","95.4"
"2769","26","8","17.6","259.1"
"2770","26","9","24.2","299.1"
"2771","26","10","30.3","323.2"
"2772","26","11","31.6","325.4"
"2773","26","12","26.8","304.7"
"2774","26","13","20.3","266.9"
"2775","26","14","44","246.7"
"2776","26","15","30.2","184.9"
"2777","26","16","17.9","117"
"2778","26","17","0","53.5"
"2779","26","18","0","0"
"2780","26","19","0","0"
"2781","26","20","0","0"
"2782","26","21","0","0"
"2783","26","22","0","0"
"2784","26","23","0","0"
"2785","27","0","0","0"
"2786","27","1","0","0"
"2787","27","2","0","0"
"2788","27","3","0","0"
"2789","27","4","0","31.4"
"2790","27","5","3.8","92.7"
"2791","27","6","7.5","153"
"2792","27","7","12.1","210.1"
"2793","27","8","54.1","294.8"
"2794","27","9","73.9","334.3"
"2795","27","10","90.4","355"
"2796","27","11","93.1","355.9"
"2797","27","12","80.4","337.2"
"2798","27","13","61.7","300"
"2799","27","14","14.7","219.1"
"2800","27","15","10","163.3"
"2801","27","16","18.4","118.8"
"2802","27","17","0","55.8"
"2803","27","18","0","0"
"2804","27","19","0","0"
"2805","27","20","0","0"
"2806","27","21","0","0"
"2807","27","22","0","0"
"2808","27","23","0","0"
"2809","28","0","0","0"
"2810","28","1","0","0"
"2811","28","2","0","0"
"2812","28","3","0","0"
"2813","28","4","0","47.7"
"2814","28","5","45.4","118.6"
"2815","28","6","107.9","178.2"
"2816","28","7","250.7","192.4"
"2817","28","8","343.3","211.4"
"2818","28","9","661.2","130.8"
"2819","28","10","354.1","275.1"
"2820","28","11","303.5","298.9"
"2821","28","12","149.3","333.4"
"2822","28","13","116.6","302.1"
"2823","28","14","116.6","248.6"
"2824","28","15","82.2","189.9"
"2825","28","16","50.6","122.7"
"2826","28","17","0","72.1"
"2827","28","18","0","0"
"2828","28","19","0","0"
"2829","28","20","0","0"
"2830","28","21","0","0"
"2831","28","22","0","0"
"2832","28","23","0","0"
"2833","29","0","0","0"
"2834","29","1","0","0"
"2835","29","2","0","0"
"2836","29","3","0","0"
"2837","29","4","0","83.7"
"2838","29","5","92.8","106.1"
"2839","29","6","169.9","155.7"
"2840","29","7","165.2","231.4"
"2841","29","8","230","265.4"
"2842","29","9","250.2","299.9"
"2843","29","10","225.6","331.5"
"2844","29","11","173.8","348.4"
"2845","29","12","82.2","340"
"2846","29","13","160.1","293.5"
"2847","29","14","159.4","237.1"
"2848","29","15","207","143.1"
"2849","29","16","86.4","113.6"
"2850","29","17","0","84.9"
"2851","29","18","0","0"
"2852","29","19","0","0"
"2853","29","20","0","0"
"2854","29","21","0","0"
"2855","29","22","0","0"
"2856","29","23","0","0"
"2857","30","0","0","0"
"2858","30","1","0","0"
"2859","30","2","0","0"
"2860","30","3","0","0"
"2861","30","4","0","52.3"
"2862","30","5","34.5","123.6"
"2863","30","6","64.9","192.2"
"2864","30","7","73.5","254.4"
"2865","30","8","103.9","304.3"
"2866","30","9","76.1","339.1"
"2867","30","10","93","359.4"
"2868","30","11","32.7","331.3"
"2869","30","12","28.4","311.2"
"2870","30","13","21.4","272.9"
"2871","30","14","15.5","224.1"
"2872","30","15","10.8","168.3"
"2873","30","16","6.6","108.5"
"2874","30","17","0","22.1"
"2875","30","18","0","0"
"2876","30","19","0","0"
"2877","30","20","0","0"
"2878","30","21","0","0"
"2879","30","22","0","0"
"2880","30","23","0","0"
"2881","1","0","0","0"
"2882","1","1","0","0"
"2883","1","2","0","0"
"2884","1","3","0","0"
"2885","1","4","0","17.4"
"2886","1","5","4.3","100.3"
"2887","1","6","8.2","160.4"
"2888","1","7","12.9","217.4"
"2889","1","8","18.7","267.4"
"2890","1","9","26","307.8"
"2891","1","10","32.4","331.6"
"2892","1","11","2.2","159.4"
"2893","1","12","2","148"
"2894","1","13","1.7","128.6"
"2895","1","14","1.3","104.5"
"2896","1","15","1","79.2"
"2897","1","16","0.7","51.7"
"2898","1","17","0","23.3"
"2899","1","18","0","0"
"2900","1","19","0","0"
"2901","1","20","0","0"
"2902","1","21","0","0"
"2903","1","22","0","0"
"2904","1","23","0","0"
"2905","2","0","0","0"
"2906","2","1","0","0"
"2907","2","2","0","0"
"2908","2","3","0","0"
"2909","2","4","0","17.4"
"2910","2","5","0.5","46"
"2911","2","6","0.9","73.6"
"2912","2","7","1.2","101.1"
"2913","2","8","1.6","125.2"
"2914","2","9","1.9","145.8"
"2915","2","10","2.2","158.3"
"2916","2","11","2.2","159.4"
"2917","2","12","2","149.2"
"2918","2","13","1.7","129.7"
"2919","2","14","1.4","105.6"
"2920","2","15","1","79.3"
"2921","2","16","0.6","51.7"
"2922","2","17","0","23.3"
"2923","2","18","0","0"
"2924","2","19","0","0"
"2925","2","20","0","0"
"2926","2","21","0","0"
"2927","2","22","0","0"
"2928","2","23","0","0"
"2929","3","0","0","0"
"2930","3","1","0","0"
"2931","3","2","0","0"
"2932","3","3","0","0"
"2933","3","4","0","18.6"
"2934","3","5","0.5","47.1"
"2935","3","6","0.9","74.7"
"2936","3","7","13.2","220.5"
"2937","3","8","19","270.5"
"2938","3","9","78.5","343.6"
"2939","3","10","175.9","353.3"
"2940","3","11","180.2","352.4"
"2941","3","12","213.3","321.7"
"2942","3","13","226.6","275.8"
"2943","3","14","171.6","239"
"2944","3","15","149.7","176"
"2945","3","16","97.4","116.6"
"2946","3","17","0","93"
"2947","3","18","0","0"
"2948","3","19","0","0"
"2949","3","20","0","0"
"2950","3","21","0","0"
"2951","3","22","0","0"
"2952","3","23","0","0"
"2953","4","0","0","0"
"2954","4","1","0","0"
"2955","4","2","0","0"
"2956","4","3","0","0"
"2957","4","4","0","77.9"
"2958","4","5","104.4","113.1"
"2959","4","6","183.4","160.9"
"2960","4","7","268.5","196.7"
"2961","4","8","244.1","268.8"
"2962","4","9","314.9","280.6"
"2963","4","10","372.4","276.6"
"2964","4","11","320","301.1"
"2965","4","12","284.2","295"
"2966","4","13","228.1","276.7"
"2967","4","14","172.9","240"
"2968","4","15","124.4","187.3"
"2969","4","16","81.4","124.4"
"2970","4","17","0","96.5"
"2971","4","18","0","0"
"2972","4","19","0","0"
"2973","4","20","0","0"
"2974","4","21","0","0"
"2975","4","22","0","0"
"2976","4","23","0","0"
"2977","5","0","0","0"
"2978","5","1","0","0"
"2979","5","2","0","0"
"2980","5","3","0","0"
"2981","5","4","0","110.5"
"2982","5","5","199.5","70.3"
"2983","5","6","332.1","92.4"
"2984","5","7","463.7","108.5"
"2985","5","8","590.1","119.4"
"2986","5","9","687.5","135.9"
"2987","5","10","747.8","147.8"
"2988","5","11","754.5","149.1"
"2989","5","12","703.1","138.9"
"2990","5","13","405.6","195.7"
"2991","5","14","313.7","178.2"
"2992","5","15","153.9","177.5"
"2993","5","16","101.2","118.6"
"2994","5","17","0","98.9"
"2995","5","18","0","0"
"2996","5","19","0","0"
"2997","5","20","0","0"
"2998","5","21","0","0"
"2999","5","22","0","0"
"3000","5","23","0","0"
"3001","6","0","0","0"
"3002","6","1","0","0"
"3003","6","2","0","0"
"3004","6","3","0","0"
"3005","6","4","0","83.7"
"3006","6","5","56.1","133.4"
"3007","6","6","98","197.4"
"3008","6","7","109","260.8"
"3009","6","8","60","309.8"
"3010","6","9","27.1","314.8"
"3011","6","10","33.7","338.4"
"3012","6","11","35.3","340.4"
"3013","6","12","30.3","319.7"
"3014","6","13","23.5","282.3"
"3015","6","14","1.4","109.1"
"3016","6","15","1.1","82.7"
"3017","6","16","0.7","55.1"
"3018","6","17","0","26.7"
"3019","6","18","0","0"
"3020","6","19","0","0"
"3021","6","20","0","0"
"3022","6","21","0","0"
"3023","6","22","0","0"
"3024","6","23","0","0"
"3025","7","0","0","0"
"3026","7","1","0","0"
"3027","7","2","0","0"
"3028","7","3","0","0"
"3029","7","4","0","22.1"
"3030","7","5","0.6","49.4"
"3031","7","6","0.9","78.1"
"3032","7","7","1.3","104.5"
"3033","7","8","1.7","128.6"
"3034","7","9","2","149.2"
"3035","7","10","2.2","161.7"
"3036","7","11","2.3","162.9"
"3037","7","12","2.1","152.6"
"3038","7","13","1.8","133.1"
"3039","7","14","1.4","109.1"
"3040","7","15","1","82.7"
"3041","7","16","0.7","55.1"
"3042","7","17","0","27.9"
"3043","7","18","0","0"
"3044","7","19","0","0"
"3045","7","20","0","0"
"3046","7","21","0","0"
"3047","7","22","0","0"
"3048","7","23","0","0"
"3049","8","0","0","0"
"3050","8","1","0","0"
"3051","8","2","0","0"
"3052","8","3","0","0"
"3053","8","4","0","22.1"
"3054","8","5","4.9","111.4"
"3055","8","6","9","171.3"
"3056","8","7","42.3","260.1"
"3057","8","8","60.8","312.5"
"3058","8","9","150.4","346.2"
"3059","8","10","182.6","358.2"
"3060","8","11","104.5","370"
"3061","8","12","91.5","351.6"
"3062","8","13","71.9","315.4"
"3063","8","14","53","264.5"
"3064","8","15","38.2","203.7"
"3065","8","16","25.6","137.2"
"3066","8","17","0","64"
"3067","8","18","0","0"
"3068","8","19","0","0"
"3069","8","20","0","0"
"3070","8","21","0","0"
"3071","8","22","0","0"
"3072","8","23","0","0"
"3073","9","0","0","0"
"3074","9","1","0","0"
"3075","9","2","0","0"
"3076","9","3","0","0"
"3077","9","4","0","23.3"
"3078","9","5","0.6","51.7"
"3079","9","6","1","79.3"
"3080","9","7","1.3","105.7"
"3081","9","8","20.5","279.6"
"3082","9","9","27.8","318.8"
"3083","9","10","34.6","342.2"
"3084","9","11","36.2","344.1"
"3085","9","12","31.2","323.5"
"3086","9","13","24.3","286.2"
"3087","9","14","17.7","237"
"3088","9","15","12.6","181.6"
"3089","9","16","8.6","122.9"
"3090","9","17","0","29.1"
"3091","9","18","0","0"
"3092","9","19","0","0"
"3093","9","20","0","0"
"3094","9","21","0","0"
"3095","9","22","0","0"
"3096","9","23","0","0"
"3097","10","0","0","0"
"3098","10","1","0","0"
"3099","10","2","0","0"
"3100","10","3","0","0"
"3101","10","4","0","53.5"
"3102","10","5","5.2","114.6"
"3103","10","6","28.8","201.5"
"3104","10","7","14","230.2"
"3105","10","8","20.5","280.7"
"3106","10","9","2","151.5"
"3107","10","10","2.3","164"
"3108","10","11","2.3","165.2"
"3109","10","12","2.1","154.9"
"3110","10","13","1.8","135.4"
"3111","10","14","1.4","111.4"
"3112","10","15","1.1","85"
"3113","10","16","0.7","57.4"
"3114","10","17","0","29.1"
"3115","10","18","0","0"
"3116","10","19","0","0"
"3117","10","20","0","0"
"3118","10","21","0","0"
"3119","10","22","0","0"
"3120","10","23","0","0"
"3121","11","0","0","0"
"3122","11","1","0","0"
"3123","11","2","0","0"
"3124","11","3","0","0"
"3125","11","4","0","24.4"
"3126","11","5","5.2","115.7"
"3127","11","6","9.4","175.6"
"3128","11","7","14.4","232.1"
"3129","11","8","20.6","281.8"
"3130","11","9","28.5","321.6"
"3131","11","10","35.4","344.9"
"3132","11","11","36.5","346.2"
"3133","11","12","32","326.2"
"3134","11","13","24.5","288.3"
"3135","11","14","18.3","239.9"
"3136","11","15","13.2","184.6"
"3137","11","16","8.6","125.1"
"3138","11","17","0","86.1"
"3139","11","18","0","2.3"
"3140","11","19","0","0"
"3141","11","20","0","0"
"3142","11","21","0","0"
"3143","11","22","0","0"
"3144","11","23","0","0"
"3145","12","0","0","0"
"3146","12","1","0","0"
"3147","12","2","0","0"
"3148","12","3","0","0"
"3149","12","4","0","24.4"
"3150","12","5","5.2","116.9"
"3151","12","6","9.4","176.7"
"3152","12","7","14.5","233.2"
"3153","12","8","63.5","318"
"3154","12","9","85.5","355.3"
"3155","12","10","103.7","374.3"
"3156","12","11","37.2","347.8"
"3157","12","12","32.1","327.2"
"3158","12","13","25.1","290"
"3159","12","14","56","269.7"
"3160","12","15","40.8","209.3"
